run,Ne_1,Ne_2,reassortment_1,reassortment_2,migration_1, migration_2 
46,2.805791743995,2.334554847822,0.064279938685,0.052799361688,0.135670014495,0.231491116642
47,1.054331949375,1.407704072953,0.047324299555,0.094429690864,0.179886717990,0.207977788277
48,2.086418220109,1.712255549617,0.094477527089,0.052751905920,0.100000568274,0.077541246032
49,2.483513596298,2.330075440789,0.070812759185,0.058084209334,0.133506877861,0.299344304723
50,1.699482675773,3.542999446651,0.235250622066,0.100127220556,0.135525968160,0.195793002444
51,0.642020362774,1.794934987694,0.137729464548,0.092015479670,0.116532505742,0.146111117075
52,1.256902680998,3.186619727227,0.073395184485,0.144928987362,0.467143716164,0.105484796334
53,1.416782399701,2.128694177588,0.065725405749,0.039624430920,0.221806008863,0.373578038848
54,0.639389786314,1.817315077983,0.024461690085,0.194308504498,0.397951076214,0.406018148670
55,2.429667794345,1.262527791711,0.164666960837,0.045665379511,0.133437977934,0.293268910749
56,3.887585004818,4.477229426386,0.072078609698,0.086011473626,0.147787212141,0.071211835387
57,1.411543398213,2.991261876350,0.040455997431,0.105006715581,0.141797198678,0.128271969902
58,2.041970940833,0.977139633124,0.069516324622,0.084971737409,0.297324316030,0.120207056974
59,3.299209907161,1.312825948267,0.160919202866,0.041297481848,0.316984740389,0.098839495775
60,2.156820490344,1.666990575559,0.089513441046,0.080207186281,0.363353100137,0.224180122724
61,2.099871215013,0.782448936245,0.085692815659,0.062184247905,0.162236974932,0.150268469745
62,1.504667144281,2.558222462800,0.048730223246,0.220750706568,0.118331304455,0.118758748566
63,1.020402385282,3.518977319987,0.132911443065,0.232207151093,0.150369238229,0.346075119773
64,1.053922250249,0.971413232676,0.130078086104,0.107435420260,0.329015194940,0.111309905001
65,2.421737153248,2.601398434317,0.088106315604,0.076658484627,0.397219777175,0.444820430085
66,4.697347338817,2.280137501096,0.066713225549,0.088730859860,0.291080389199,0.133375051781
67,1.621686360548,3.415703594974,0.051859579995,0.136001382613,0.396832699127,0.161291207885
68,0.930063259686,2.549264569269,0.049230062592,0.094055147919,0.185474333113,0.093721945106
69,3.831382650854,2.063436155492,0.242470710920,0.148978992435,0.409538579877,0.072613302894
70,0.646292878011,1.401657896080,0.096929623179,0.138305571945,0.288200798027,0.068307403457
71,3.699592707357,1.159506108883,0.074101370888,0.078270134432,0.170256746537,0.122921233146
72,2.873269215216,2.308488368358,0.053352298341,0.046887157936,0.134883549145,0.111087713743
73,3.074206511397,2.600499764555,0.171885965775,0.094416973765,0.081341555463,0.186555965137
74,1.402301641730,1.415955440098,0.081903064850,0.041657649468,0.154310414093,0.091702140042
75,0.592714662957,1.622490708496,0.132715450671,0.065140074812,0.294271852651,0.061493586894
76,3.238017706060,4.701258402346,0.078229200156,0.072196162407,0.193517410752,0.190366817485
77,2.389845508477,1.939993850559,0.112553074406,0.087311525888,0.373040783144,0.284194999907
78,1.428421344411,1.777955882510,0.068669871724,0.076573672417,0.323901555097,0.171129880743
79,2.011216292492,1.330898593763,0.063114325818,0.121230416378,0.087722047820,0.166321692673
80,1.518923773995,1.895452995985,0.134527236291,0.064541447045,0.242949758159,0.222108787640
81,1.642572850737,3.495700396602,0.112745716497,0.222060891571,0.154840629111,0.097417738624
82,6.300272128602,1.519038597496,0.140479144002,0.256055234692,0.113560792778,0.092929958230
83,1.011435811276,1.812828056020,0.075278282992,0.145619732889,0.499947954714,0.103544087880
84,1.755315600780,1.499677005989,0.152843435195,0.102581004726,0.180137403090,0.172124801878
85,1.858111532837,5.538367295604,0.038537142893,0.077857688877,0.082911356171,0.149723881590
86,2.597233089910,2.058722023613,0.119946345856,0.092007831544,0.279808734786,0.150122156914
87,1.514422746911,0.843652952041,0.120663370114,0.080851894007,0.131801365780,0.101325166956
88,5.335336288265,1.129412565268,0.105427753670,0.059675179200,0.189232652792,0.268274574465
89,2.272061663243,0.982938419713,0.086939491151,0.051967283849,0.405337308941,0.299772210663
90,2.132261386190,3.728237155497,0.066450524721,0.200091611411,0.633945778090,0.183748200001
91,2.022120075257,1.423514610538,0.225531284581,0.123550366083,0.211840750680,0.246696621333
92,0.384205058189,3.059654633268,0.057628476961,0.117789671676,0.182936231093,0.279424544707
93,1.079264408881,1.075674400466,0.077341613350,0.186337410109,0.280874654507,0.190243563868
94,3.587155804247,2.995292266137,0.079765253349,0.104651035221,0.203202299346,0.193221514962
95,2.268248926587,1.326934357787,0.121535713299,0.108812073869,0.136613570491,0.220541992620
96,3.917323415071,1.210575854768,0.090404750238,0.083564917516,0.107628654466,0.363701812285
97,2.202826530809,3.144149667563,0.095604096371,0.120484186647,0.127037095862,0.201901004650
98,2.542558855197,2.310121689226,0.326021149403,0.092211456990,0.107174013703,0.229372880712
99,2.941672394237,1.713777854494,0.028775297862,0.071264446910,0.134250714033,0.232563631103
100,1.108920810153,3.468337461900,0.149408283526,0.134822847643,0.493828561612,0.151671801086
